MRANM013930,CI025,9/9/2016
MRANM014014,CI025,8/15/2016
MRANM013962,CI025,8/29/2016
MRANM014048,CI025,7/20/2016
MRANM013482,CI025,9/30/2016
MRANM014049,CI025,8/25/2016
MRANM013936,CI025,8/31/2016
MRANM013939,CI025,10/7/2016
MRANM014056,CI025,8/29/2016
MRANM014119,CI025,8/4/2016
MRANM013941,CI025,7/29/2016
MRANM013895,CI025,8/5/2016
MRANM014113,CI025,7/20/2016
MRANM014079,CI025,8/24/2016
MRANM014077,CI025,8/19/2016
MRANM014167,CI025,9/9/2016
MRANM014082,CI025,8/3/2016
MRANM013972,CI025,8/1/2016
MRANM014176,CI025,9/9/2016
MRANM013969,CI025,9/9/2016
MRANM014088,CI025,8/1/2016
MRANM014074,CI025,9/9/2016
MRANM014072,CI025,8/3/2016
MRANM014080,CI025,8/24/2016
MRANM014035,CI025,7/20/2016
MRANM014149,CI025,7/20/2016
MRANM014140,CI025,7/20/2016
MRANM014137,CI025,7/22/2016
MRANM014043,CI025,8/5/2016
MRANM014121,CI025,11/1/2016
MRANM014139,CI025,8/1/2016
MRANM014109,CI025,7/27/2016
MRANM014145,CI025,7/28/2016
MRANM014136,CI025,8/19/2016
MRANM013956,CI025,9/1/2016
MRANM013961,CI025,8/19/2016
MRANM014111,CI025,8/3/2016
MRANM014081,CI025,8/12/2016
MRANM014090,CI025,7/20/2016
MRANM014173,CI025,9/13/2016
MRANM014055,CI025,8/19/2016
MRANM013943,CI025,8/1/2016
MRANM014135,CI025,9/1/2016
MRANM014133,CI025,9/26/2016
MRANM014131,CI025,8/11/2016
MRANM014138,CI025,7/20/2016
MRANM014054,CI025,7/28/2016
MRANM014100,CI025,8/2/2016
MRANM014061,CI025,7/18/2016
MRANM014042,CI025,8/11/2016
MRANM014141,CI025,7/14/2016
MRANM014202,CI025,8/8/2016
MRANM014022,CI025,8/11/2016
MRANM014021,CI025,9/1/2016
MRANM014187,CI025,7/14/2016
MRANM014005,CI025,7/18/2016
MRANM013894,CI025,7/14/2016
MRANM013949,CI025,8/11/2016
MRANM013984,CI025,8/11/2016
MRANM014093,CI025,7/20/2016
MRANM013471,CI025,7/22/2016
MRANM013923,CI025,7/18/2016
MRANM013935,CI025,8/26/2016
MRANM013897,CI025,9/30/2016
MRANM014116,CI025,9/6/2016
MRANM014118,CI025,8/12/2016
MRANM014099,CI025,8/26/2016
MRANM014053,CI025,7/22/2016
MRANM014015,CI025,8/26/2016
MRANM013485,CI025,8/26/2016
MRANM013486,CI025,7/20/2016
MRANM014003,CI025,7/22/2016
MRANM014006,CI025,8/12/2016
MRANM014066,CI025,7/15/2016
MRANM014070,CI025,7/22/2016
MRANM014196,CI025,7/22/2016
MRANM013931,CI025,7/14/2016
MRANM013888,CI025,8/26/2016
MRANM013889,CI025,9/9/2016
MRANM013891,CI025,8/22/2016
MRANM014036,CI025,8/5/2016
MRANM014120,CI025,7/25/2016
MRANM014117,CI025,8/10/2016
MRANM014040,CI025,8/31/2016
MRANM013993,CI025,8/5/2016
MRANM013979,CI025,8/4/2016
MRANM014204,CI025,7/12/2016
MRANM014059,CI025,7/29/2016
MRANM013945,CI025,8/5/2016
MRANM014199,CI025,9/8/2016
MRANM013921,CI025,9/9/2016
MRANM013474,CI025,7/27/2016
MRANM014182,CI025,7/19/2016
MRANM014186,CI025,8/5/2016
MRANM013908,CI025,7/19/2016
MRANM013910,CI025,7/20/2016
MRANM013912,CI025,7/15/2016
MRANM014154,CI025,7/25/2016
MRANM014193,CI025,7/20/2016
MRANM014075,CI025,8/11/2016
MRANM013976,CI025,8/5/2016
MRANM013913,CI025,8/8/2016
MRANM013479,CI025,9/16/2016
MRANM013994,CI025,7/27/2016
MRANM013999,CI025,9/9/2016
MRANM014062,CI025,8/1/2016
MRANM014060,CI025,9/2/2016
MRANM013992,CI025,9/2/2016
MRANM013966,CI025,9/2/2016
MRANM013922,CI025,7/27/2016
MRANM014009,CI025,8/5/2016
MRANM013997,CI025,7/19/2016
MRANM014011,CI025,9/23/2016
MRANM013930,CI020,9/27/2016
MRANM014014,CI020,8/12/2016
MRANM013962,CI020,9/14/2016
MRANM014048,CI020,8/10/2016
MRANM013482,CI020,8/19/2016
MRANM014049,CI020,9/7/2016
MRANM013936,CI020,9/9/2016
MRANM013939,CI020,10/25/2016
MRANM014056,CI020,9/14/2016
MRANM014119,CI020,8/17/2016
MRANM013941,CI020,8/16/2016
MRANM013895,CI020,8/13/2016
MRANM014113,CI020,8/24/2016
MRANM014079,CI020,9/13/2016
MRANM014077,CI020,9/6/2016
MRANM014167,CI020,9/27/2016
MRANM014082,CI020,8/21/2016
MRANM013972,CI020,9/5/2016
MRANM014176,CI020,10/14/2016
MRANM013969,CI020,9/27/2016
MRANM014088,CI020,9/5/2016
MRANM014074,CI020,9/27/2016
MRANM014072,CI020,8/21/2016
MRANM014080,CI020,9/14/2016
MRANM014035,CI020,8/12/2016
MRANM014149,CI020,8/1/2016
MRANM014140,CI020,8/4/2016
MRANM014137,CI020,8/9/2016
MRANM014043,CI020,8/23/2016
MRANM014121,CI020,8/18/2016
MRANM014139,CI020,9/5/2016
MRANM014109,CI020,8/31/2016
MRANM014145,CI020,8/15/2016
MRANM014136,CI020,9/6/2016
MRANM013956,CI020,9/19/2016
MRANM013961,CI020,9/6/2016
MRANM014111,CI020,8/21/2016
MRANM014081,CI020,8/30/2016
MRANM014090,CI020,8/24/2016
MRANM014173,CI020,10/1/2016
MRANM014055,CI020,9/6/2016
MRANM013943,CI020,9/5/2016
MRANM014135,CI020,9/19/2016
MRANM014133,CI020,10/14/2016
MRANM014131,CI020,8/29/2016
MRANM014138,CI020,8/14/2016
MRANM014054,CI020,8/15/2016
MRANM014100,CI020,8/12/2016
MRANM014061,CI020,8/24/2016
MRANM014042,CI020,9/15/2016
MRANM014141,CI020,8/10/2016
MRANM014202,CI020,9/12/2016
MRANM014022,CI020,9/15/2016
MRANM014021,CI020,10/6/2016
MRANM014187,CI020,8/16/2016
MRANM014005,CI020,8/22/2016
MRANM013894,CI020,8/10/2016
MRANM013949,CI020,9/15/2016
MRANM013984,CI020,9/15/2016
MRANM014093,CI020,8/19/2016
MRANM013471,CI020,8/2/2016
MRANM013923,CI020,8/2/2016
MRANM013935,CI020,9/13/2016
MRANM013897,CI020,10/10/2016
MRANM014116,CI020,9/24/2016
MRANM014118,CI020,9/9/2016
MRANM014099,CI020,9/30/2016
MRANM014053,CI020,8/9/2016
MRANM014015,CI020,9/13/2016
MRANM013485,CI020,9/13/2016
MRANM013486,CI020,8/12/2016
MRANM014003,CI020,8/8/2016
MRANM014006,CI020,9/16/2016
MRANM014066,CI020,8/26/2016
MRANM014070,CI020,8/26/2016
MRANM014196,CI020,8/26/2016
MRANM013931,CI020,8/18/2016
MRANM013888,CI020,9/13/2016
MRANM013889,CI020,9/27/2016
MRANM013891,CI020,9/2/2016
MRANM014036,CI020,8/23/2016
MRANM014120,CI020,8/12/2016
MRANM014117,CI020,8/17/2016
MRANM014040,CI020,10/5/2016
MRANM013993,CI020,8/18/2016
MRANM013979,CI020,8/22/2016
MRANM014204,CI020,7/18/2016
MRANM014059,CI020,8/11/2016
MRANM013945,CI020,8/23/2016
MRANM014199,CI020,9/26/2016
MRANM013921,CI020,9/27/2016
MRANM013474,CI020,8/16/2016
MRANM014182,CI020,8/13/2016
MRANM014186,CI020,8/23/2016
MRANM013908,CI020,8/8/2016
MRANM013910,CI020,8/24/2016
MRANM013912,CI020,8/4/2016
MRANM014154,CI020,8/8/2016
MRANM014193,CI020,8/24/2016
MRANM014075,CI020,9/15/2016
MRANM013976,CI020,8/23/2016
MRANM013913,CI020,8/26/2016
MRANM013479,CI020,10/4/2016
MRANM013994,CI020,8/17/2016
MRANM013999,CI020,9/27/2016
MRANM014062,CI020,9/5/2016
MRANM014060,CI020,8/30/2016
MRANM013992,CI020,9/20/2016
MRANM013966,CI020,9/16/2016
MRANM013922,CI020,8/14/2016
MRANM014009,CI020,8/23/2016
MRANM013997,CI020,8/13/2016
MRANM014011,CI020,10/11/2016
MRANM013930,CI116,10/27/2016
MRANM014014,CI116,9/11/2016
MRANM013962,CI116,10/14/2016
MRANM014048,CI116,9/9/2016
MRANM013482,CI116,9/18/2016
MRANM014049,CI116,10/7/2016
MRANM013936,CI116,10/9/2016
MRANM013939,CI116,11/24/2016
MRANM014056,CI116,10/14/2016
MRANM014119,CI116,9/16/2016
MRANM013941,CI116,9/15/2016
MRANM013895,CI116,9/12/2016
MRANM014113,CI116,9/23/2016
MRANM014079,CI116,9/15/2016
MRANM014077,CI116,10/6/2016
MRANM014167,CI116,10/27/2016
MRANM014082,CI116,9/20/2016
MRANM013972,CI116,10/5/2016
MRANM014176,CI116,11/13/2016
MRANM013969,CI116,10/27/2016
MRANM014088,CI116,10/5/2016
MRANM014074,CI116,10/27/2016
MRANM014072,CI116,9/20/2016
MRANM014080,CI116,10/14/2016
MRANM014035,CI116,9/11/2016
MRANM014149,CI116,8/31/2016
MRANM014140,CI116,9/3/2016
MRANM014137,CI116,9/4/2016
MRANM014043,CI116,9/22/2016
MRANM014121,CI116,9/17/2016
MRANM014139,CI116,10/5/2016
MRANM014109,CI116,9/30/2016
MRANM014145,CI116,9/6/2016
MRANM014136,CI116,10/6/2016
MRANM013956,CI116,10/19/2016
MRANM013961,CI116,10/6/2016
MRANM014111,CI116,9/20/2016
MRANM014081,CI116,9/29/2016
MRANM014090,CI116,9/23/2016
MRANM014173,CI116,10/31/2016
MRANM014055,CI116,10/6/2016
MRANM013943,CI116,10/5/2016
MRANM014135,CI116,10/19/2016
MRANM014133,CI116,11/13/2016
MRANM014131,CI116,9/28/2016
MRANM014138,CI116,9/13/2016
MRANM014054,CI116,9/14/2016
MRANM014100,CI116,9/11/2016
MRANM014061,CI116,9/23/2016
MRANM014042,CI116,10/15/2016
MRANM014141,CI116,9/9/2016
MRANM014202,CI116,10/12/2016
MRANM014022,CI116,10/15/2016
MRANM014021,CI116,11/5/2016
MRANM014187,CI116,9/15/2016
MRANM014005,CI116,9/21/2016
MRANM013894,CI116,9/9/2016
MRANM013949,CI116,10/15/2016
MRANM013984,CI116,10/15/2016
MRANM014093,CI116,9/18/2016
MRANM013471,CI116,9/1/2016
MRANM013923,CI116,9/1/2016
MRANM013935,CI116,10/13/2016
MRANM013897,CI116,11/9/2016
MRANM014116,CI116,10/24/2016
MRANM014118,CI116,10/9/2016
MRANM014099,CI116,10/30/2016
MRANM014053,CI116,9/5/2016
MRANM014015,CI116,10/13/2016
MRANM013485,CI116,10/13/2016
MRANM013486,CI116,9/11/2016
MRANM014003,CI116,8/17/2016
MRANM014006,CI116,10/16/2016
MRANM014066,CI116,9/25/2016
MRANM014070,CI116,9/25/2016
MRANM014196,CI116,9/25/2016
MRANM013931,CI116,9/17/2016
MRANM013888,CI116,10/13/2016
MRANM013889,CI116,10/27/2016
MRANM013891,CI116,10/2/2016
MRANM014036,CI116,9/22/2016
MRANM014120,CI116,9/4/2016
MRANM014117,CI116,9/16/2016
MRANM014040,CI116,11/4/2016
MRANM013993,CI116,9/17/2016
MRANM013979,CI116,9/21/2016
MRANM014204,CI116,8/26/2016
MRANM014059,CI116,9/10/2016
MRANM013945,CI116,9/22/2016
MRANM014199,CI116,10/26/2016
MRANM013921,CI116,10/27/2016
MRANM013474,CI116,9/8/2016
MRANM014182,CI116,9/12/2016
MRANM014186,CI116,9/22/2016
MRANM013908,CI116,9/9/2016
MRANM013910,CI116,9/23/2016
MRANM013912,CI116,9/7/2016
MRANM014154,CI116,9/1/2016
MRANM014193,CI116,9/23/2016
MRANM014075,CI116,10/15/2016
MRANM013976,CI116,9/22/2016
MRANM013913,CI116,9/25/2016
MRANM013479,CI116,11/3/2016
MRANM013994,CI116,9/16/2016
MRANM013999,CI116,10/27/2016
MRANM014062,CI116,10/5/2016
MRANM014060,CI116,9/29/2016
MRANM013992,CI116,10/20/2016
MRANM013966,CI116,10/16/2016
MRANM013922,CI116,9/13/2016
MRANM014009,CI116,9/22/2016
MRANM013997,CI116,9/12/2016
MRANM014011,CI116,11/10/2016
MRANM013930,CI118,10/27/2016
MRANM014014,CI118,9/11/2016
MRANM013962,CI118,10/14/2016
MRANM014048,CI118,9/9/2016
MRANM013482,CI118,9/18/2016
MRANM014049,CI118,10/7/2016
MRANM013936,CI118,10/9/2016
MRANM013939,CI118,11/24/2016
MRANM014056,CI118,10/14/2016
MRANM014119,CI118,9/16/2016
MRANM013941,CI118,9/15/2016
MRANM013895,CI118,9/12/2016
MRANM014113,CI118,9/23/2016
MRANM014079,CI118,9/15/2016
MRANM014077,CI118,10/6/2016
MRANM014167,CI118,10/27/2016
MRANM014082,CI118,9/20/2016
MRANM013972,CI118,10/5/2016
MRANM014176,CI118,11/13/2016
MRANM013969,CI118,10/27/2016
MRANM014088,CI118,10/5/2016
MRANM014074,CI118,10/27/2016
MRANM014072,CI118,9/20/2016
MRANM014080,CI118,10/14/2016
MRANM014035,CI118,9/11/2016
MRANM014149,CI118,8/31/2016
MRANM014140,CI118,9/3/2016
MRANM014137,CI118,9/4/2016
MRANM014043,CI118,9/22/2016
MRANM014121,CI118,9/17/2016
MRANM014139,CI118,10/5/2016
MRANM014109,CI118,9/30/2016
MRANM014145,CI118,9/6/2016
MRANM014136,CI118,10/6/2016
MRANM013956,CI118,10/19/2016
MRANM013961,CI118,10/6/2016
MRANM014111,CI118,9/20/2016
MRANM014081,CI118,9/29/2016
MRANM014090,CI118,9/23/2016
MRANM014173,CI118,10/31/2016
MRANM014055,CI118,10/6/2016
MRANM013943,CI118,10/5/2016
MRANM014135,CI118,10/19/2016
MRANM014133,CI118,11/13/2016
MRANM014131,CI118,9/28/2016
MRANM014138,CI118,9/13/2016
MRANM014054,CI118,9/14/2016
MRANM014100,CI118,9/11/2016
MRANM014061,CI118,9/23/2016
MRANM014042,CI118,10/15/2016
MRANM014141,CI118,9/9/2016
MRANM014202,CI118,10/12/2016
MRANM014022,CI118,10/15/2016
MRANM014021,CI118,11/5/2016
MRANM014187,CI118,9/15/2016
MRANM014005,CI118,9/21/2016
MRANM013894,CI118,9/9/2016
MRANM013949,CI118,10/15/2016
MRANM013984,CI118,10/15/2016
MRANM014093,CI118,9/18/2016
MRANM013471,CI118,9/1/2016
MRANM013923,CI118,9/1/2016
MRANM013935,CI118,10/13/2016
MRANM013897,CI118,11/9/2016
MRANM014116,CI118,10/24/2016
MRANM014118,CI118,10/9/2016
MRANM014099,CI118,10/30/2016
MRANM014053,CI118,9/5/2016
MRANM014015,CI118,10/13/2016
MRANM013485,CI118,10/13/2016
MRANM013486,CI118,9/11/2016
MRANM014003,CI118,8/17/2016
MRANM014006,CI118,10/16/2016
MRANM014066,CI118,9/25/2016
MRANM014070,CI118,9/25/2016
MRANM014196,CI118,9/25/2016
MRANM013931,CI118,9/17/2016
MRANM013888,CI118,10/13/2016
MRANM013889,CI118,10/27/2016
MRANM013891,CI118,10/2/2016
MRANM014036,CI118,9/22/2016
MRANM014120,CI118,9/4/2016
MRANM014117,CI118,9/16/2016
MRANM014040,CI118,11/4/2016
MRANM013993,CI118,9/17/2016
MRANM013979,CI118,9/21/2016
MRANM014204,CI118,8/26/2016
MRANM014059,CI118,9/10/2016
MRANM013945,CI118,9/22/2016
MRANM014199,CI118,10/26/2016
MRANM013921,CI118,10/27/2016
MRANM013474,CI118,9/8/2016
MRANM014182,CI118,9/12/2016
MRANM014186,CI118,9/22/2016
MRANM013908,CI118,9/9/2016
MRANM013910,CI118,9/23/2016
MRANM013912,CI118,9/7/2016
MRANM014154,CI118,9/1/2016
MRANM014193,CI118,9/23/2016
MRANM014075,CI118,10/15/2016
MRANM013976,CI118,9/22/2016
MRANM013913,CI118,9/25/2016
MRANM013479,CI118,11/3/2016
MRANM013994,CI118,9/16/2016
MRANM013999,CI118,10/27/2016
MRANM014062,CI118,10/5/2016
MRANM014060,CI118,9/29/2016
MRANM013992,CI118,10/20/2016
MRANM013966,CI118,10/16/2016
MRANM013922,CI118,9/13/2016
MRANM014009,CI118,9/22/2016
MRANM013997,CI118,9/12/2016
MRANM014011,CI118,11/10/2016
MRANM013930,CI035,11/30/2016
MRANM014014,CI035,11/30/2016
MRANM013962,CI035,9/26/2016
MRANM014048,CI035,8/22/2016
MRANM013482,CI035,9/30/2016
MRANM014049,CI035,1/31/2017
MRANM013936,CI035,9/30/2016
MRANM013939,CI035,1/31/2017
MRANM014056,CI035,9/26/2016
MRANM014119,CI035,9/30/2016
MRANM013941,CI035,9/30/2016
MRANM013895,CI035,9/30/2016
MRANM014113,CI035,9/30/2016
MRANM014079,CI035,9/30/2016
MRANM014077,CI035,9/30/2016
MRANM014167,CI035,9/30/2016
MRANM014082,CI035,9/30/2016
MRANM013972,CI035,1/31/2017
MRANM014176,CI035,1/31/2017
MRANM013969,CI035,9/30/2016
MRANM014088,CI035,9/30/2016
MRANM014074,CI035,9/30/2016
MRANM014072,CI035,9/30/2016
MRANM014080,CI035,9/30/2016
MRANM014035,CI035,11/30/2016
MRANM014149,CI035,9/30/2016
MRANM014140,CI035,11/30/2016
MRANM014137,CI035,9/30/2016
MRANM014043,CI035,9/30/2016
MRANM014121,CI035,1/31/2017
MRANM014139,CI035,9/30/2016
MRANM014109,CI035,9/30/2016
MRANM014145,CI035,9/30/2016
MRANM014136,CI035,9/30/2016
MRANM013956,CI035,9/30/2016
MRANM013961,CI035,11/30/2016
MRANM014111,CI035,9/30/2016
MRANM014081,CI035,9/30/2016
MRANM014090,CI035,9/30/2016
MRANM014173,CI035,9/30/2016
MRANM014055,CI035,11/30/2016
MRANM013943,CI035,9/30/2016
MRANM014135,CI035,9/30/2016
MRANM014133,CI035,9/30/2016
MRANM014131,CI035,9/30/2016
MRANM014138,CI035,9/30/2016
MRANM014054,CI035,9/30/2016
MRANM014100,CI035,9/30/2016
MRANM014061,CI035,9/30/2016
MRANM014042,CI035,11/30/2016
MRANM014141,CI035,9/30/2016
MRANM014202,CI035,11/30/2016
MRANM014022,CI035,11/30/2016
MRANM014021,CI035,11/30/2016
MRANM014187,CI035,9/30/2016
MRANM014005,CI035,9/30/2016
MRANM013894,CI035,9/30/2016
MRANM013949,CI035,11/30/2016
MRANM013984,CI035,11/30/2016
MRANM014093,CI035,9/30/2016
MRANM013471,CI035,9/30/2016
MRANM013923,CI035,9/30/2016
MRANM013935,CI035,11/30/2016
MRANM013897,CI035,9/30/2016
MRANM014116,CI035,11/30/2016
MRANM014118,CI035,1/31/2017
MRANM014099,CI035,11/30/2016
MRANM014053,CI035,9/30/2016
MRANM014015,CI035,11/30/2016
MRANM013485,CI035,11/30/2016
MRANM013486,CI035,11/30/2016
MRANM014003,CI035,1/31/2017
MRANM014006,CI035,1/31/2017
MRANM014066,CI035,9/30/2016
MRANM014070,CI035,9/30/2016
MRANM014196,CI035,9/30/2016
MRANM013931,CI035,9/30/2016
MRANM013888,CI035,9/30/2016
MRANM013889,CI035,9/30/2016
MRANM013891,CI035,11/30/2016
MRANM014036,CI035,9/30/2016
MRANM014120,CI035,9/30/2016
MRANM014117,CI035,9/30/2016
MRANM014040,CI035,1/31/2017
MRANM013993,CI035,9/30/2016
MRANM013979,CI035,1/31/2017
MRANM014204,CI035,9/30/2016
MRANM014059,CI035,11/30/2016
MRANM013945,CI035,9/30/2016
MRANM014199,CI035,9/30/2016
MRANM013921,CI035,9/30/2016
MRANM013474,CI035,9/30/2016
MRANM014182,CI035,9/30/2016
MRANM014186,CI035,9/30/2016
MRANM013908,CI035,9/30/2016
MRANM013910,CI035,9/30/2016
MRANM013912,CI035,9/30/2016
MRANM014154,CI035,11/30/2016
MRANM014193,CI035,9/30/2016
MRANM014075,CI035,11/30/2016
MRANM013976,CI035,9/30/2016
MRANM013913,CI035,9/30/2016
MRANM013479,CI035,11/30/2016
MRANM013994,CI035,8/29/2016
MRANM013999,CI035,11/30/2016
MRANM014062,CI035,9/30/2016
MRANM014060,CI035,1/31/2017
MRANM013992,CI035,9/30/2016
MRANM013966,CI035,1/31/2017
MRANM013922,CI035,9/30/2016
MRANM014009,CI035,9/30/2016
MRANM013997,CI035,9/30/2016
MRANM014011,CI035,9/30/2016
